id,originalValue,adoptedValue,disposition,action,applicableSystems,modelOrComponent,unit,scope,direction,precision,density,conditions,source,auditDate,sourceAsOf,conclusion
"con.gb300.converged-storage:bandwidth","40","40","reviewed","retained","[""sys.gb300-nvl72""]","con.gb300.converged-storage","GB/s","con.gb300.converged-storage / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","这是每计算节点的存储带宽上限。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/networking-physical-topologies.html"",""localFile"":null,""locator"":""Networking Physical Topologies，「per-node storage bandwidth of up to 40 GB/s」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.gb300.mgmt-node-converged:bandwidth","200","200","reviewed","retained","[""sys.gb300-nvl72""]","con.gb300.mgmt-node-converged","Gb/s","con.gb300.mgmt-node-converged / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","管理节点单端口 200 Gb/s，共 4 口。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""Table 2: Management Node Components，Storage/in-band Network Adapter，「4x ConnectX-7 200G single-port」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.gb300.tray-bmc-mgmt:bandwidth","1","1","reviewed","retained","[""sys.gb300-nvl72""]","con.gb300.tray-bmc-mgmt","Gb/s","con.gb300.tray-bmc-mgmt / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","★ 官方**是**公布了托盘侧带外口的（此前本项目误记为「未单独公布」）：每托盘 3 条 1 Gb/s，全机架 18 × 3 = 54 条。（管理节点侧另有 Table 2「Management Network | 2 x 1 Gb/s In-band port」，是另一类节点的口径，别混用。）","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/network-logical-architecture.html"",""localFile"":null,""locator"":""Network Logical Architecture 节 Enterprise RA Scalable Unit (SU)，「For the Out-of-band Management fabric, 18 trays, each with 3x 1Gb/s connections providing 54 x 1Gb/s for management」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.gb300.bf3-oob:bandwidth","1","1","reviewed","retained","[""sys.gb300-nvl72""]","con.gb300.bf3-oob","Gb/s","con.gb300.bf3-oob / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""Converged (Node North/South) Ethernet Networking，「a 1Gb/s out-of-band management port that connects to the data center and management network」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.gb300.power-shelf-busbar:bandwidth","33","33","reviewed","retained","[""sys.gb300-nvl72""]","con.gb300.power-shelf-busbar","kW","con.gb300.power-shelf-busbar / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","单个电源架输出能力；8 架合计 264 kW，服务最高 142 kW 的机架负载。","{""id"":""src.nvidia-nvl72-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/nvl72-ai-factory/latest/components.html"",""localFile"":null,""locator"":""System Hardware & Components，「8 power shelves of 33 kW, with each shelf having six 5.5 kW PSUs」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.rubin.gpu-nvswitch:bandwidth","3600","3000","reviewed","corrected","[""sys.vera-rubin-nvl72""]","con.rubin.gpu-nvswitch","GB/s","con.rubin.gpu-nvswitch / bandwidth；适用范围见限定条件与来源位置","bidirectional aggregate","not applicable / unspecified","not applicable / unspecified","单 GPU 双向合计。 Preliminary information; up to，规格随配置而变。","{""id"":""src.nvidia-vera-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/vera-rubin-nvl72/"",""localFile"":null,""locator"":""GPU Specifications / NVLink""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.rubin.tray-midplane:bandwidth","14.4","12","reviewed","corrected","[""sys.vera-rubin-nvl72""]","con.rubin.tray-midplane","TB/s","con.rubin.tray-midplane / bandwidth；适用范围见限定条件与来源位置","bidirectional aggregate","not applicable / unspecified","not applicable / unspecified","按四个 GPU 端点的双向合计相加；非一根物理链路。 Preliminary information; up to，规格随配置而变。","{""id"":""src.nvidia-vera-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/vera-rubin-nvl72/"",""localFile"":null,""locator"":""NVL72 Specs / 3 TB/s per GPU × 4 GPUs per tray""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.rubin.vera-gpu-c2c:bandwidth","1800","1800","non-spec","retained","[""sys.vera-rubin-nvl72""]","con.rubin.vera-gpu-c2c","GB/s","con.rubin.vera-gpu-c2c / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","★ 这条边的带宽是**每超级芯片**（1 Vera + 2 Rubin）口径，不是每张 GPU：36 × 1.8 = 64.8 ≈ 官方整机架 65 TB/s。产品页规格表的 Rubin GPU 列在这一行是「-」——官方刻意不给单卡 C2C 数字。⚠️ GPU 架构博客另有一句出现在 Rubin GPU 语境里的「NVLink-C2C delivers 1,800 GB/s for coherent CPU-GPU communication」，官方没说明是否为单卡口径，两说并存见 cmp.rubin.rubin-gpu.specs.c2cBandwidthGBs。
⚠️ 官方规格表脚注 1：「Preliminary information. All values are up to and subject to change.」（预发布口径，不是量产验收值）","{""id"":""src.nvidia-vera-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/vera-rubin-nvl72/"",""localFile"":null,""locator"":""规格表 NVLink-C2C Bandwidth 行，Vera Rubin Superchip 列「1.8 TB/s」（同行 NVL72 列「65 TB/s」、Rubin GPU 列「-」）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"con.rubin.gpu-cx9:bandwidth","1.6","1.6","scope-conflict","retained","[""sys.vera-rubin-nvl72""]","con.rubin.gpu-cx9","Tb/s","con.rubin.gpu-cx9 / bandwidth；适用范围见限定条件与来源位置","unidirectional","not applicable / unspecified","not applicable / unspecified","DGX 已列网口配置折合 1.6 Tb/s/ GPU 单向；当前 NVL72 网页 MaxLPS 的 0.45 TB/s/GPU 双向是另一组系统规格。实际网卡板数与端口映射仍需确认。Preliminary information，所有值以配置为准。","{""id"":""src.nvidia-dgx-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/dgx-vera-rubin-nvl72/"",""localFile"":null,""locator"":""DGX specifications / 144 × 800 Gb/s ports ÷ 72 GPUs""}","2026-09-12","2026-08","原始资料存在配置、数量或范围差异；保留出处供对照，不作为已确认的统一配置。 DGX 已列网口配置折合 1.6 Tb/s/ GPU 单向；当前 NVL72 网页 MaxLPS 的 0.45 TB/s/GPU 双向是另一组系统规格。实际网卡板数与端口映射仍需确认。Preliminary information，所有值以配置为准。"
"con.rubin.cx9-leaf:bandwidth","800","800","reviewed","retained","[""sys.vera-rubin-nvl72""]","con.rubin.cx9-leaf","Gb/s","con.rubin.cx9-leaf / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 官方规格表脚注 1：「Preliminary information. All values are up to and subject to change.」（预发布口径，不是量产验收值）","{""id"":""src.nvidia-dgx-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/dgx-vera-rubin-nvl72/"",""localFile"":null,""locator"":""DGX 规格表 Networking 行，「144x OSFP single-port NVIDIA ConnectX-9 VPI with 800 Gb/s」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.rubin.bf4-converged:bandwidth","400","400","reviewed","retained","[""sys.vera-rubin-nvl72""]","con.rubin.bf4-converged","Gb/s","con.rubin.bf4-converged / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","双口各 400 Gb/s，DPU 整体最高 800 Gb/s。
⚠️ 官方规格表脚注 1：「Preliminary information. All values are up to and subject to change.」（预发布口径，不是量产验收值）","{""id"":""src.nvidia-dgx-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/dgx-vera-rubin-nvl72/"",""localFile"":null,""locator"":""DGX 规格表 Networking 行，「18x dual-port NVIDIA BlueField-4 VPI with 400 Gb/s」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.ru.gpu-nvswitch:bandwidth","1800","1800","non-spec","retained","[""sys.rubin-ultra-nvl576""]","con.ru.gpu-nvswitch","GB/s","con.ru.gpu-nvswitch / bandwidth；适用范围见限定条件与来源位置","unidirectional","not applicable / unspecified","not applicable / unspecified","单向口径。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表②，Bandwidth per Logical GPU (GB/s uni-di) = 1,800""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"con.ru.power-shelf-busbar:bandwidth","110","110","non-spec","retained","[""sys.rubin-ultra-nvl576""]","con.ru.power-shelf-busbar","kW","con.ru.power-shelf-busbar / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4 立面图，「3U Power Shelf 110kW (6*18.3kW)」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"con.ru.tray-mgmt:bandwidth","1","1","non-spec","retained","[""sys.rubin-ultra-nvl576""]","con.ru.tray-mgmt","Gb/s","con.ru.tray-mgmt / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4 立面图，「OOB 1Gbe MGMT Switch 01/02 - SN2201_M DC」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"con.lpx.lpu-lpu-c2c:bandwidth","2.5","2.5","non-spec","retained","[""sys.groq3-lpx""]","con.lpx.lpu-lpu-c2c","TB/s","con.lpx.lpu-lpu-c2c / bandwidth；适用范围见限定条件与来源位置","bidirectional aggregate","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-lpx-blog"",""url"":""https://developer.nvidia.com/blog/inside-nvidia-groq-3-lpx-the-low-latency-inference-accelerator-for-the-nvidia-vera-rubin-platform/"",""localFile"":null,""locator"":""C2C scaling with predictable communication 节，「Each LPU connects through 96 C2C links running at 112 Gbps each, enabling a streamlined LPX scale-up topology with high aggregate I/O bi-directional bandwidth of 2.5 TB/s」""}","2026-09-12","2026-03","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"con.lpx.fabric-spine:bandwidth","20","20","non-spec","retained","[""sys.groq3-lpx""]","con.lpx.fabric-spine","TB/s","con.lpx.fabric-spine / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-lpx-blog"",""url"":""https://developer.nvidia.com/blog/inside-nvidia-groq-3-lpx-the-low-latency-inference-accelerator-for-the-nvidia-vera-rubin-platform/"",""localFile"":null,""locator"":""表 2「Scale-up bandwidth | 20 TB/s」（每托盘口径）""}","2026-09-12","2026-03","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"con.lpx.tray-spine:bandwidth","640","640","non-spec","retained","[""sys.groq3-lpx""]","con.lpx.tray-spine","TB/s","con.lpx.tray-spine / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-lpx-blog"",""url"":""https://developer.nvidia.com/blog/inside-nvidia-groq-3-lpx-the-low-latency-inference-accelerator-for-the-nvidia-vera-rubin-platform/"",""localFile"":null,""locator"":""表 1「Scale-up bandwidth | 640 TB/s」（机架级口径）""}","2026-09-12","2026-03","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"con.hgx.gpu-nvswitch:bandwidth","1800","1800","reviewed","retained","[""sys.hgx-b300""]","con.hgx.gpu-nvswitch","GB/s","con.hgx.gpu-nvswitch / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-hgx-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory/latest/components.html"",""localFile"":null,""locator"":""Components 节 Table 2「NVIDIA® NVLink™ and NVSwitch™ | ... • GPU-to-GPU Bandwidth 1800GB/s」（数据手册第 3 页：「1,800 GBps NVLink between GPUs via NVSwitch™ chip」）""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.hgx.nvswitch-baseboard:bandwidth","14.4","14.4","reviewed","retained","[""sys.hgx-b300""]","con.hgx.nvswitch-baseboard","TB/s","con.hgx.nvswitch-baseboard / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-hgx-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory/latest/components.html"",""localFile"":null,""locator"":""Components 节 Table 2「• Total Aggregate Bandwidth 14.4TB/s」（HGX 产品页「Total NVLink Bandwidth | 14.4 TB/s」）""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.hgx.cx8-leaf:bandwidth","800","800","reviewed","retained","[""sys.hgx-b300""]","con.hgx.cx8-leaf","Gb/s","con.hgx.cx8-leaf / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","每 GPU 口径。双平面下两个 400 Gb/s 接口分别落到两张独立 fabric 的不同 leaf。","{""id"":""src.nvidia-hgx-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory/latest/networking-physical-topologies.html"",""localFile"":null,""locator"":""Components 节，「externally connected by a network interface of 800 Gb/s (2 x 400Gb/s Ethernet) per GPU」（Networking Physical Topologies 节 Dual Plane Topology：「dual plane topology involves breaking the interface to 2x400 Gb/s interfaces. Every such interface is then connected to a different leaf switch」）""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.hgx.leaf-spine:bandwidth","400","400","reviewed","retained","[""sys.hgx-b300""]","con.hgx.leaf-spine","Gb/s","con.hgx.leaf-spine / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","每台 leaf 32 条 400G 上联 spine（32 节点设计点；64 节点 16 条、128 节点 8 条）。","{""id"":""src.nvidia-hgx-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory/latest/network-logical-architecture.html"",""localFile"":null,""locator"":""Networking Logical Architecture 节 Table 6，Nodes=32 行「Uplinks per leaf to spine @ 400G | 32」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.hgx.bf3-converged:bandwidth","400","400","reviewed","retained","[""sys.hgx-b300""]","con.hgx.bf3-converged","GbE","con.hgx.bf3-converged / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","每节点两个 400 GbE 口接到两台不同交换机（冗余），节点侧存储吞吐可达 40 GB/s。","{""id"":""src.nvidia-hgx-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory/latest/networking-physical-topologies.html"",""localFile"":null,""locator"":""Networking Physical Topologies 节 CPU Converged (Node North/South) Network，「Each compute and management node is connected with two 400 GbE ports to two separate switches to provide redundancy and high storage throughput that can reach up to 40 GB/s per node.」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.hgx.converged-control-plane:bandwidth","200","200","reviewed","retained","[""sys.hgx-b300""]","con.hgx.converged-control-plane","GbE","con.hgx.converged-control-plane / bandwidth；适用范围见限定条件与来源位置","unidirectional","not applicable / unspecified","not applicable / unspecified","⚠️ 与计算节点的双 400 GbE 不同，管理节点是双 200 GbE——但这一条官方两说：Networking Physical Topologies 节写「Each compute and management node is connected with two 400 GbE ports to two separate switches」，把管理节点也算成 400 GbE。本项目取 200 GbE，因为 Components 节 Table 3 的控制面节点配的是「NVIDIA BlueField-3 B3220 DPU with two 200G ports」，证据链更完整。两说并存、不做单向断言。","{""id"":""src.nvidia-hgx-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory/latest/network-logical-architecture.html"",""localFile"":null,""locator"":""Networking Logical Architecture 节 Spine-Leaf Networking，「Each compute node is connected with two 400 GbE ports and each management node is connected with two 200 GbE ports to two separate switches to provide redundancy and high storage throughput.」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"con.hgx.server-bmc-oob:bandwidth","1","1","reviewed","retained","[""sys.hgx-b300""]","con.hgx.server-bmc-oob","Gb/s","con.hgx.server-bmc-oob / bandwidth；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","每台服务器 6 个 1 Gb 带外口。","{""id"":""src.nvidia-hgx-ra"",""url"":""https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory/latest/network-logical-architecture.html"",""localFile"":null,""locator"":""Networking Logical Architecture 节 4-Node SU，「For the Out-of-band Management fabric, 4 servers, each with 6x 1Gb/s connections providing 24x 1Gb/s for management」（Out-of-Band (OOB) Management Network 节：「The NVIDIA SN2201 switch is used to connect to the BMC/OOB 1 Gbps ports of these components.」）""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"tech.nixl:figures.0.claim","targeted for accelerating point to point communications in AI inference frameworks such as NVIDIA Dynamo, while providing an abstraction over various types of memory (e.g., CPU and GPU) and storage (e.g., file, block and object store) through a modular plug-in architecture","targeted for accelerating point to point communications in AI inference frameworks such as NVIDIA Dynamo, while providing an abstraction over various types of memory (e.g., CPU and GPU) and storage (e.g., file, block and object store) through a modular plug-in architecture","reviewed","retained","[]","tech.nixl","null","tech.nixl / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","能力描述；README 无任何硬性能数字，本项目因此不为 NIXL 建任何数值 Claim。","{""id"":""src.nvidia-nixl-repo"",""url"":""https://github.com/ai-dynamo/nixl"",""localFile"":null,""locator"":""README 首段""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"tech.nixl:figures.1.claim","UCX、GDS、POSIX、OBJ（对象存储）、AZURE_BLOB、HF3FS、MOONCAKE、GUSLI、UCCL、GPUNETIO、LIBFABRIC、NVSHMEM","UCX、GDS、POSIX、OBJ（对象存储）、AZURE_BLOB、HF3FS、MOONCAKE、GUSLI、UCCL、GPUNETIO、LIBFABRIC、NVSHMEM","reviewed","retained","[]","tech.nixl","null","tech.nixl / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","插件化后端即「同一接口、介质可换」的证据：网络（UCX/RDMA）与存储（GDS/对象）在同一抽象下。","{""id"":""src.nvidia-nixl-repo"",""url"":""https://github.com/ai-dynamo/nixl"",""localFile"":null,""locator"":""README 插件列表""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"tech.kvbm:figures.0.claim","a scalable runtime component designed to handle memory allocation, management, and remote sharing of Key-Value (KV) blocks for inference tasks across heterogeneous and distributed environments","a scalable runtime component designed to handle memory allocation, management, and remote sharing of Key-Value (KV) blocks for inference tasks across heterogeneous and distributed environments","reviewed","retained","[]","tech.kvbm","null","tech.kvbm / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-dynamo-docs"",""url"":""https://docs.nvidia.com/dynamo/latest/"",""localFile"":null,""locator"":""docs.nvidia.com/dynamo/v-0-8-1/components/kvbm/overview（latest 路径已改版，见源 note）""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"tech.kvbm:figures.1.claim","GPU memory (in future), pinned host memory, remote RDMA-accessible memory, local or distributed pool of SSDs and remote file/object/cloud storage systems","GPU memory (in future), pinned host memory, remote RDMA-accessible memory, local or distributed pool of SSDs and remote file/object/cloud storage systems","reviewed","retained","[]","tech.kvbm","null","tech.kvbm / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","「显存不够、层级来凑」的官方层级清单；各层带宽官方未给统一数字，本项目不编。","{""id"":""src.nvidia-dynamo-docs"",""url"":""https://docs.nvidia.com/dynamo/latest/"",""localFile"":null,""locator"":""docs.nvidia.com/dynamo/v-0-8-1/components/kvbm/overview""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"tech.model-streamer:figures.0.claim","4.88","4.88","non-spec","retained","[]","tech.model-streamer","秒","tech.model-streamer / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","厂商自测 benchmark。对照：Tensorizer 同实验最优 37.36 秒（16 workers）。","{""id"":""src.runai-model-streamer"",""url"":""https://github.com/run-ai/runai-model-streamer/blob/master/docs/src/benchmarks.md"",""localFile"":null,""locator"":""benchmarks.md Experiment #3（Amazon S3，同区）：Meta-Llama-3-8B（15 GB Safetensors）× AWS g5.12xlarge（A10G）× vLLM 0.5.5，Model Streamer concurrency 32""}","2026-09-12","2026-09","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"tech.model-streamer:figures.1.claim","37.36","37.36","non-spec","retained","[]","tech.model-streamer","秒","tech.model-streamer / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 37.36s 是 **Tensorizer** 的成绩，不是 Safetensors Loader——后者不支持 S3，未参与该实验（v1.6 实访逐字核对订正）。","{""id"":""src.runai-model-streamer"",""url"":""https://github.com/run-ai/runai-model-streamer/blob/master/docs/src/benchmarks.md"",""localFile"":null,""locator"":""benchmarks.md Experiment #3（Amazon S3）：Tensorizer 2.9.0 最优 16 workers，模型/实例配置同上""}","2026-09-12","2026-09","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"tech.model-streamer:figures.2.claim","47.99","47.99","non-spec","retained","[]","tech.model-streamer","秒","tech.model-streamer / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","同一块盘、同一个模型：单线程顺序读 vs 并发流式读的差距，与存储介质无关。","{""id"":""src.runai-model-streamer"",""url"":""https://github.com/run-ai/runai-model-streamer/blob/master/docs/src/benchmarks.md"",""localFile"":null,""locator"":""benchmarks.md Experiment #1（GP3 SSD，1,000 MiB/s 上限）：Safetensors Loader 47.99s vs Model Streamer 14.34s（concurrency 16）""}","2026-09-12","2026-09","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"tech.gds:figures.0.claim","GPUDirect Storage (GDS) enables a direct data path for direct memory access (DMA) transfers between GPU memory and storage, which avoids a bounce buffer through the CPU","GPUDirect Storage (GDS) enables a direct data path for direct memory access (DMA) transfers between GPU memory and storage, which avoids a bounce buffer through the CPU","reviewed","retained","[]","tech.gds","null","tech.gds / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-gds-docs"",""url"":""https://docs.nvidia.com/gpudirect-storage/overview-guide/index.html"",""localFile"":null,""locator"":""Overview Guide v1.18 首节""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"tech.gds:figures.1.claim","2","2","non-spec","retained","[]","tech.gds","倍（≥）","tech.gds / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 官方原句带限定：仅指经 PCIe switch（或充当 PCIe switch 的网卡）的**部分系统**，且比较对象是经 CPU 的路径峰值带宽——不是任意平台的普适倍数。另有定性结论「latency improvements are most apparent with small transfers」。","{""id"":""src.nvidia-gds-docs"",""url"":""https://docs.nvidia.com/gpudirect-storage/overview-guide/index.html"",""localFile"":null,""locator"":""Overview Guide：「a direct path … through a PCIe switch or a NIC acting as a PCIe switch offers at least twice the peak bandwidth as compared to taking a data path through the CPU」""}","2026-09-12","2026-09","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"tech.sharp:figures.0.claim","improves the performance of MPI and Machine Learning collective operation, by offloading collective operations from CPUs and GPUs to the network and eliminating the need to send data multiple times between endpoints","improves the performance of MPI and Machine Learning collective operation, by offloading collective operations from CPUs and GPUs to the network and eliminating the need to send data multiple times between endpoints","reviewed","retained","[]","tech.sharp","null","tech.sharp / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","SHARP 文档本身无硬数字；NVLink 6 代的 14.4 TFLOPS FP8 见切面章节引用的 Rubin 芯片博客。","{""id"":""src.nvidia-sharp-docs"",""url"":""https://networking-docs.nvidia.com/sharpum/300"",""localFile"":null,""locator"":""SHARP 文档 Rev 3.0.0 概述""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"tech.pd-disagg:figures.0.claim","Separates prefill and decode into independently scalable GPU pools","Separates prefill and decode into independently scalable GPU pools","reviewed","retained","[]","tech.pd-disagg","null","tech.pd-disagg / claim；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","README/营销页上另有各类吞吐倍数，本项目 2026-09 实访未逐字核到稳定口径，按纪律不建数值 Claim。","{""id"":""src.nvidia-dynamo-docs"",""url"":""https://docs.nvidia.com/dynamo/latest/"",""localFile"":null,""locator"":""github.com/ai-dynamo/dynamo README（disaggregated serving 一节）""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
"tech.ep-alltoall:figures.0.claim","130","130","reviewed","retained","[]","tech.ep-alltoall","TB/s","tech.ep-alltoall / claim；适用范围见限定条件与来源位置","unidirectional","not applicable / unspecified","not applicable / unspecified","双向口径（与内容包 sys.gb300-nvl72 keySpecs 同源同值）。每卡 1.8 TB/s 亦为双向——与单向口径的网卡数字并排比较时必须先统一口径（LEARNING.md v1.5 订正纪律）。","{""id"":""src.nvidia-gb300-page"",""url"":""https://www.nvidia.com/en-us/data-center/gb300-nvl72/"",""localFile"":null,""locator"":""GB300 NVL72 产品页规格表（NVLink 带宽行）""}","2026-09-12","2026-09","已按所列官方位置核验并采纳；限定条件随值展示。"
